id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
flt63,2,5,10,10,10,22
uktbu,11,30,47,11,27,60
m1t6r,11,10,33,10,22,96
j6ur7,2,15,56,11,28,91
cbkb7,2,0,64,10,0,54
k4t6n,4,17,8,10,20,50
qtem9,4,0,77,4,0,7
qyq72,2,24,42,10,16,39
k4x2e,4,0,63,11,0,86
plff0,2,0,44,10,0,63
t6tsl,2,8,95,2,3,73
ygh66,10,15,97,2,9,15
n0ga7,10,8,46,10,28,54
f3z3k,10,1,50,2,9,81
dlvoy,11,30,15,2,1,45
elmdy,2,18,8,10,4,66
arqnh,11,12,93,2,0,4
o25zh,10,20,77,11,16,96
fi0op,2,0,90,2,0,26
femcd,11,29,70,10,6,2
slv4v,11,18,93,2,28,70
ic3x9,10,24,56,2,6,11
vvajw,11,2,85,2,9,50
dug11,2,27,1,2,27,25
i0zfb,2,2,52,2,16,98
bnbi8,10,4,69,10,9,30
n9azk,11,0,35,10,0,10
d02gs,2,20,72,10,17,11
g2ii9,2,26,45,11,22,61
tgycp,10,0,48,10,0,39
wl5s3,4,0,64,11,0,96
o5rm0,10,0,77,2,0,28
zqjxe,2,30,34,11,30,81
ttim4,11,9,11,2,3,46
tehhb,4,22,87,11,6,68
z4trh,4,17,60,11,25,52
capb7,10,14,6,4,25,98
g20qe,2,19,2,10,6,94
lu5da,4,29,21,10,30,88
qqniu,2,5,27,2,20,72
zhx07,11,15,66,11,13,32
c1p6p,4,0,59,10,0,34
fax5a,10,3,74,2,27,59
h2ygn,10,11,66,4,4,46
rghhi,2,19,63,4,5,52
y9dlm,4,4,70,10,6,85
yjxk3,2,13,16,2,9,62
tjk0r,4,18,11,2,14,14
ujurs,4,30,20,11,3,43
ka6ow,10,16,78,10,13,4
pu771,11,22,3,2,18,14
e9fpf,10,9,17,10,21,55
n92v5,4,0,18,11,0,85
ha0pj,10,27,68,11,29,98
y2rxj,2,0,25,4,0,92
jajf4,11,0,84,2,0,22
ke8qm,4,9,45,10,30,69
kbgud,10,0,85,10,0,67
xdk4w,10,13,70,11,9,11
y1m18,4,11,61,10,10,49
lkecq,10,9,6,10,29,57
z7ydo,2,0,30,10,0,73
tzziq,10,15,84,10,3,30
wt1tj,11,29,93,11,8,57
x05bg,4,2,5,2,2,21
iyixi,2,0,91,11,0,78
o8c8m,2,21,79,2,29,65
hc2zz,2,24,82,10,30,24
ie88q,11,15,21,11,10,75
mzshf,4,5,46,11,30,49
b4ie6,11,11,78,10,1,21
f89gy,10,3,63,2,29,65
v8lq5,2,28,97,2,0,78
exy0i,2,27,56,2,22,18
qpr9r,11,7,76,2,23,93
ts86a,2,0,45,2,0,82
gabtd,4,16,67,4,8,45
lw4yf,10,0,27,11,0,6
w3hrl,4,15,13,2,26,87
vxiz6,2,12,26,11,15,22
xh8rm,2,0,1,10,0,38
qmu1k,11,11,93,2,19,36
xv8ym,4,0,41,2,0,88
kc7ff,2,0,70,2,0,10
puleb,10,23,1,2,17,97
reqqa,2,4,55,11,1,46
z8fin,10,10,79,11,9,27
jm7hh,4,23,19,10,24,28
wscw1,2,28,93,4,19,71
nbyx7,11,4,45,2,0,19
ci4e7,10,0,98,2,0,66
rs035,11,5,39,2,15,13
z60wt,2,16,45,11,3,56
lvc0r,10,26,33,2,0,1
or05q,11,29,85,2,20,65
yj6c7,4,20,77,11,8,77
xrnwu,11,29,50,2,14,64
krkdu,4,30,12,11,2,77
tcfwy,2,0,72,10,0,21
qo9jl,2,21,79,2,20,96
qadja,10,22,10,2,18,85
s3vx2,11,0,78,2,0,65
i4dvs,10,23,6,10,11,28
hnvs1,11,0,15,11,0,27
anyj4,2,0,0,4,0,16
wd5yj,2,0,24,2,0,69
hwkjc,11,0,35,2,0,87
re95y,2,0,10,2,0,63
ra8va,2,30,18,11,12,32
saot9,4,22,18,11,1,25
wyufz,2,25,93,10,1,47
wu67m,11,29,21,4,1,96
a1li6,10,0,75,4,0,69
vxy0o,11,21,79,11,25,75
fzcyz,11,6,21,2,28,83
qv1tc,2,13,34,10,2,19
ruqvk,4,0,57,2,0,78
bbzh8,10,5,26,4,29,45
hgh5g,10,18,10,11,0,21
xlew6,2,21,82,2,17,46
dnwqs,2,27,60,2,14,94
gkt0r,11,14,32,4,24,75
cs7qz,10,19,5,10,16,68
e7z1c,10,0,98,2,0,50
qs9fr,4,11,44,11,5,37
vgay2,4,0,88,10,9,19
pwzcy,10,26,17,10,15,0
hjors,4,18,23,2,20,61
wfzva,11,2,52,2,23,88
j2ko5,10,27,27,10,22,71
i5gjm,2,7,73,2,17,62
nhdrj,11,30,70,2,13,65
drql5,10,23,67,2,19,89
jfynu,11,0,82,2,0,71
ut18u,10,0,7,2,0,63
padov,10,28,19,4,16,80
zz2z2,4,11,31,10,21,94
u1glw,10,2,1,2,0,65
jfgcd,10,0,90,11,0,13
tdctt,11,5,91,11,29,18
wvc3a,2,0,4,2,0,29
qfrs5,11,0,27,2,0,29
t542q,11,0,8,2,0,44
nadvt,11,5,32,2,25,13
x7fze,2,19,23,4,14,45
gaekt,11,10,62,10,14,76
lxh3p,4,0,58,11,0,29
g3sx8,10,0,83,11,21,62
ctdem,2,27,47,2,17,40
qj6zo,11,29,7,11,21,83
duud3,2,0,69,4,0,14
fs0yy,4,27,91,2,19,58
t8hhx,11,22,61,11,30,32
gi27o,4,23,46,10,13,58
ws69u,11,20,89,2,26,88
bw2zd,10,0,64,2,0,11
lwg95,2,4,40,2,11,34
bsbcc,10,22,87,11,16,30
be8gb,11,7,78,4,1,45
usv3t,10,18,29,11,10,44
bluvx,10,3,7,2,2,84
xhcc3,2,28,11,2,27,36
p4wfz,11,20,79,2,18,0
mxytq,10,30,55,11,24,76
xac3q,2,13,38,2,6,59
kcxlr,10,25,70,2,1,47
kiaa7,10,8,39,10,2,64
knaqh,2,1,92,4,5,7
qp6bd,2,18,87,11,10,58
wpyxu,11,22,75,11,12,94
occos,11,7,55,10,18,60
hmrt3,10,20,20,2,19,93
xkc9m,11,0,50,2,0,20
pm1l0,10,1,25,10,17,27
vfts6,10,7,64,4,9,95
lz9sk,10,22,80,4,4,88
fih1m,10,21,20,4,3,98
ym9bd,10,16,20,2,5,40
r5t3b,4,27,54,4,7,18
ikeyu,2,19,92,4,11,74
wgzg6,2,18,2,4,19,73
aprpw,2,8,97,10,23,51
y35zd,4,0,57,10,0,8
p32wb,11,10,92,10,24,29
p3e9e,11,3,85,2,4,7
aetz6,4,3,95,11,15,10
egdox,10,16,50,2,18,15
ss49n,10,14,23,10,26,44
oedpq,10,13,6,11,25,18
dze3q,2,27,87,10,0,43
rk376,2,23,37,11,21,20
t3wnn,10,5,64,2,7,51
hqquk,10,0,62,11,0,31
rmb71,10,25,11,11,4,83
zzkgm,11,23,32,2,12,68
m8v2w,10,0,75,10,0,7
f5mwh,10,0,51,2,0,43
zody6,4,9,41,10,23,53
xfbq8,2,10,14,11,4,6
lzjlm,4,9,13,11,24,74
ldr6y,2,20,35,2,30,12
v4d83,2,21,50,10,30,69
ax0bs,4,14,89,4,3,31
iktha,10,12,77,10,11,33
ofqwl,4,9,72,10,0,5
r7o38,11,13,79,2,22,47
qo5mt,10,30,24,2,4,86
jujuk,10,22,92,4,18,79
w2z27,4,0,20,2,9,60
qpdy6,4,1,72,4,17,21
ovtia,11,7,82,10,8,87
y5c31,10,28,82,11,17,57
cdurl,11,10,65,10,6,66
s8yuz,4,7,67,10,19,97
y09cm,11,8,16,10,8,81
rgzhu,2,0,50,2,0,26
ot108,2,29,48,10,6,66
jxb2p,4,18,10,10,15,50
h6hiv,11,13,16,10,17,79
o02b6,11,15,40,11,22,11
xr2gy,2,21,94,2,6,75
meit0,11,26,65,11,11,41
djmuq,11,13,10,11,0,12
m34wu,10,6,82,11,5,39
chxm6,4,22,53,4,10,74
y5mch,11,14,46,10,11,97
nd0yu,11,0,32,11,0,68
f8xx9,4,0,45,11,0,91
qb8zi,11,22,68,2,26,46
nrrip,11,0,94,11,30,89
ng4li,2,7,75,11,22,73
pacj1,4,0,49,11,0,23
y586d,2,18,67,2,29,57
wvag2,2,17,98,10,15,55
gr5wq,2,25,0,2,18,24
g5uvs,10,10,81,2,16,47
zpz3y,11,22,48,10,0,38
qjckq,11,0,48,4,0,8
a8igl,10,28,93,10,17,79
n4rkl,10,0,50,11,0,93
dif0m,10,0,57,4,0,63
ag1hw,10,28,64,10,27,86
enjb4,10,0,38,2,0,44
gn7lj,2,7,89,2,15,81
cv1wb,10,17,27,4,0,48
v88ic,11,9,51,10,7,14
lj54t,10,20,9,4,30,45
o6ld9,4,9,64,2,12,80
wn1t0,11,4,46,4,17,8
v3ymx,2,10,52,10,9,24
vvwd3,4,10,42,11,3,2
fxhve,10,27,40,2,0,22
t5to6,2,10,6,10,19,11
zevpw,4,27,43,2,29,21
ab1zy,11,13,31,11,22,20
w2fki,4,6,37,4,8,9
w0mm4,2,3,28,11,20,12
vtyrz,2,27,30,2,13,66
k1jnx,2,20,3,10,19,40
fmxo1,11,27,43,10,13,25
tg8n5,11,19,95,11,17,96
qtxxu,10,20,28,10,29,62
sj8sn,2,6,86,11,0,22
g6q1i,2,9,41,10,7,4
eg03t,11,0,70,2,0,25
xupji,10,6,45,11,15,63
n4q1w,4,4,79,4,13,1
wtz06,11,0,88,2,0,89
ymosl,10,27,92,10,4,86
lb1mo,11,16,68,11,1,11
gdw8x,11,1,96,10,14,38
xebp1,11,1,50,2,16,84
sa71g,4,0,35,10,0,57
rcywv,11,26,52,2,29,64
yeijf,2,11,19,11,13,3
gnfra,4,6,29,11,12,86
jvntp,11,23,56,2,24,61
bks59,11,18,22,10,1,52
kmf81,2,30,0,10,25,21
lx8j3,10,9,34,10,3,0
lomsp,2,0,27,11,23,18
d3sp2,10,0,18,2,0,92
v7gvn,10,26,80,2,12,64
mgqvv,10,14,47,11,29,58
ldznq,2,27,47,11,2,73
wizub,11,26,46,10,14,78
m5s7z,10,30,51,11,29,37
x9dbz,10,26,44,2,7,83
fkzmy,2,0,18,10,3,16
wo9k6,10,30,65,2,2,50
zw40c,2,3,30,11,21,89
t5885,4,10,5,2,10,33
xcu22,2,19,32,4,8,90
tf2g2,11,17,27,11,9,50
p7yow,4,0,85,4,15,14
tjue0,10,23,16,11,29,22
ym3gs,10,11,10,2,9,8
p9qq5,11,0,13,11,2,27
rak5a,10,29,11,10,6,47
cod2q,2,0,32,4,0,48
y0de9,2,12,4,10,14,29
u52ok,10,12,17,2,18,14
eimgo,10,0,69,2,0,56
h1c3i,4,6,4,11,21,68
fxadz,2,0,26,2,29,75
iab3h,11,30,77,11,30,13
xg2mq,11,12,49,10,5,54
miukz,10,18,35,4,7,8
k49fj,2,17,83,2,6,67
u9p0w,4,0,48,4,0,61
jfvca,11,17,84,2,11,93
x6a7x,10,21,85,11,17,78
tcdqx,2,0,46,10,0,69
g3ys5,11,1,97,2,9,22
qart3,11,15,76,2,0,23
m7o57,2,29,16,11,29,86
ibdis,10,29,29,11,1,76
x165s,4,4,10,10,25,20
ky3rq,10,1,19,4,0,75
d3oiv,2,21,35,11,15,95
k7606,2,6,56,11,9,94
nk0jt,2,0,41,10,0,15
dorfp,10,20,19,10,26,68
tq7o1,2,2,14,11,6,55
f7jc6,4,5,24,10,25,85
c0cte,2,16,47,2,4,37
nfx5r,11,7,72,4,0,36
efl8q,11,19,12,11,0,61
u6rpy,2,13,20,4,12,22
bihh0,10,20,14,4,10,26
kuv0a,2,20,18,11,22,3
bysdc,10,9,23,11,26,72
j7rfk,10,0,41,2,0,80
yisxo,4,0,21,10,0,87
q7ovn,2,29,5,10,29,88
nj2qo,2,13,12,2,28,33
etq51,2,3,75,11,14,42
ihx9g,10,0,90,10,0,1
j121x,10,0,75,11,0,43
pws2u,11,21,61,4,12,84
f2v4r,2,6,94,4,29,17
zfgwp,11,5,81,11,23,86
q7gj5,10,1,64,2,12,88
ie9x3,2,0,23,11,0,29
ch3cg,11,20,28,11,11,56
pkkrn,10,0,88,10,0,54
lxtpw,2,28,98,11,26,31
r6jmu,10,26,89,2,14,70
p304h,11,3,68,11,16,83
qg6pr,10,1,72,4,11,36
vi3wo,2,7,85,10,27,47
nbqw3,2,11,0,10,13,17
ssjye,10,20,1,10,3,69
js8nu,4,24,47,11,4,68
y4mds,2,11,28,10,12,51
k0tt0,4,0,96,11,0,49
rd5zl,10,0,69,2,0,79
zfr3d,2,25,54,2,25,97
jd26n,4,18,45,2,15,55
cfjkz,11,11,73,11,7,95
gtxsa,11,1,55,2,15,57
ge3zk,4,0,88,2,0,17
ba13q,11,20,85,2,30,96
o2jg7,4,28,61,11,22,59
hlmw7,10,10,17,11,0,3
cb43o,2,2,71,10,25,8
d61pz,4,19,55,11,3,86
h3fks,2,24,94,11,12,14
jzs3h,11,0,61,4,0,32
zd43l,10,10,8,10,26,27
sn9yn,11,10,16,2,9,86
sbbcv,2,0,24,2,0,15
r92ew,11,17,83,11,28,25
ugcq2,10,0,3,10,0,66
iu0kh,10,24,41,2,22,9
cp1rb,11,11,74,11,8,63
nt0in,11,0,19,11,0,36
a3thm,10,3,56,2,6,6
fwrr0,4,9,93,2,22,75
t8bi6,11,0,66,10,0,57
nzqjq,10,3,86,11,13,27
rlpk8,2,28,24,2,5,10
nk114,2,2,19,2,28,17
o7le7,11,0,69,4,0,81
hxss8,11,17,45,10,23,26
f3gt7,11,24,46,11,8,34
gxd5q,2,18,80,2,24,76
u2ei2,2,0,15,11,0,55
zgiwn,10,0,32,11,12,94
cci96,10,15,8,11,17,37
nf3wu,2,1,59,2,28,75
mw1ii,4,6,34,11,28,97
o0vop,10,14,1,11,0,13
gln6r,2,6,75,11,15,46
atgce,10,28,37,2,25,30
f6ygl,10,27,75,10,14,50
etbpv,4,24,60,2,25,68
bdn9g,2,0,48,10,0,11
jk6xy,2,4,24,2,10,89
ra889,2,0,39,10,0,80
z1b86,2,0,76,10,0,75
rctcl,2,17,56,10,3,78
ey939,2,24,2,11,10,85
j4t1m,10,9,63,10,29,18
h8lmt,11,0,49,2,7,7
f3uzq,2,6,45,11,28,83
z6tnm,10,8,53,10,7,91
rb40u,2,0,42,4,18,18
mlnh4,11,26,12,4,10,81
lv1a0,11,8,37,2,11,16
iac3j,11,13,98,11,27,48
k0pve,10,1,30,10,2,76
q0b3j,11,21,84,4,26,92
yrqon,2,30,23,11,29,1
mw491,2,10,29,2,21,65
e72of,4,26,3,10,26,29
y25x9,4,20,66,10,17,28
itois,2,12,0,10,16,22
cppoh,11,28,70,11,11,20
ohh1l,2,1,5,2,25,65
u3mgd,4,7,89,2,6,19
gqd3w,2,0,89,11,0,48
hqwag,10,0,59,11,21,23
hsi4t,10,0,61,11,0,20
u2yv8,11,9,58,11,9,12
yt6bl,2,6,14,4,17,44
wfknn,11,21,89,11,10,22
f25uh,2,6,97,11,25,23
wk1ak,11,16,75,10,3,39
i8stq,11,26,5,10,30,75
w50my,2,0,44,10,0,33
zysdv,11,27,3,2,2,18
snw23,11,15,98,11,23,19
y7kpp,2,12,37,4,24,58
diw38,4,25,1,10,10,13
rb1i2,11,6,84,10,28,13
biftz,11,27,57,10,28,42
qgdwb,11,13,38,2,13,55
iqpb1,2,8,1,10,11,11
zb18h,11,0,13,11,0,23
m3iv4,11,14,0,10,29,53
tzzxz,11,13,38,10,15,53
h3gh7,10,12,55,4,12,20
bg6fm,2,22,25,2,7,69
tayx5,10,11,38,11,2,41
f11rs,10,0,68,10,0,45
syfgh,10,24,98,11,11,21
m9jng,4,19,27,2,14,87
zsz5h,2,15,27,4,11,93
jigln,2,0,12,11,0,48
kkc02,11,4,94,10,22,70
tf2jy,4,25,45,2,10,46
u1anf,10,12,66,10,17,21
dw8ev,10,24,56,4,30,82
tpo9x,11,12,72,11,4,73
mvc6x,11,0,38,10,0,90
zt9vf,4,0,18,11,0,4
qco6l,11,6,12,10,3,41
uuhys,10,0,38,2,0,84
ic8ws,11,24,90,4,15,6
hbae2,2,8,28,10,23,1
uy0d0,11,24,7,10,11,38
ap8x5,2,0,12,2,24,98
plrdr,10,18,54,2,1,36
zjcjx,10,27,33,4,3,41
z0n40,2,0,84,10,0,0
s5u3p,11,17,43,10,12,51
mjuck,11,1,34,10,2,29
v1o4l,2,15,86,2,30,43
al37e,11,2,57,2,5,55
uhyee,11,0,65,11,0,23
egpnj,10,27,35,2,15,74
tb7av,4,6,25,2,16,53
j2u4z,2,29,9,10,1,89
ttwjd,2,0,92,2,0,0
pivn2,4,9,77,10,24,72
y88he,11,0,44,10,0,5
usd04,2,24,44,11,9,81
x2gec,4,19,8,11,27,77
dlwbm,11,0,13,2,0,48
j470a,10,0,69,10,0,27
lbqwd,10,19,25,10,22,55
as0n9,10,11,63,11,5,30
al0jj,4,0,78,2,0,9
bqbyb,10,12,81,2,24,31
tuzwx,2,1,85,11,1,29
luyz6,10,12,13,11,16,65
t4ep3,11,4,43,2,30,48
vbyiq,10,13,94,2,1,30
acctp,10,16,77,11,17,78
wfil3,10,7,9,2,1,34
fuyep,2,0,47,10,0,55
k40ln,10,7,87,4,8,88
zfsnf,10,0,90,4,0,58
hbta8,10,30,59,4,29,34
yu6kq,11,17,8,4,9,34
nnrxi,11,8,30,10,12,43
a53md,4,22,66,10,27,47
vw9rx,10,11,20,11,6,1
bomnx,10,24,67,11,2,73
q25q1,4,9,52,10,26,64
lgf1s,11,16,70,2,16,38
dutqs,11,15,90,11,15,67
nicfc,10,0,88,11,12,61
jx5df,4,0,93,10,0,93
cahkn,11,0,47,4,0,90
ow3hl,2,2,29,10,3,67
bwie9,4,24,50,2,7,16
nt56a,10,0,35,11,0,45
fqsot,10,22,24,10,9,25
vnq7l,10,3,79,4,20,92
ylzqn,4,23,7,2,7,11
yl1eb,2,9,55,11,7,98
ynj2l,4,20,43,11,10,77
c6ani,10,0,44,10,0,23
ndyjg,11,18,76,4,0,13
f8029,10,13,19,2,30,27
c6swg,10,14,84,4,12,30
k6vxm,2,0,47,4,0,98
lrbts,4,0,34,10,0,22
h2w8d,11,3,7,11,16,10
cboau,11,18,71,11,9,91
kcly0,10,14,36,2,4,49
eta3r,4,22,96,4,19,22
bo8l4,11,10,69,11,27,51
l844e,11,25,6,10,4,1
bge9z,4,24,74,2,23,95
z11eh,10,0,9,10,0,38
vek91,2,0,73,2,0,32
ycntz,11,29,21,11,29,30
ciqs7,11,30,73,2,2,86
ms1tx,11,7,73,10,7,17
viaq7,2,0,19,10,26,50
owudf,11,2,15,4,7,73
hrvm0,11,8,5,11,2,74
va8gl,11,5,80,2,27,2
ijm30,2,15,65,4,5,60
zi7h9,11,9,84,2,14,27
cktxk,2,0,70,11,0,58
sogza,11,10,95,10,13,89
a15f8,11,0,62,10,0,22
xe1s2,10,7,66,11,26,37
j7wj5,4,0,25,4,0,76
azm4s,4,0,49,10,0,83
vle61,10,24,1,11,12,50
zy6pc,11,24,76,2,27,74
xxir0,11,8,19,4,19,26
mkfcl,2,12,96,10,24,67
bzb7n,4,7,91,4,27,93
fi8hp,2,21,61,4,3,5
a8ot9,2,18,39,11,6,83
bbwud,2,0,35,10,0,57
ec89y,10,0,69,11,29,15
oayy0,10,19,28,10,20,43
tnk69,11,17,74,11,3,68
pf2sf,10,0,91,4,0,94
f9shb,2,10,27,11,19,25
paafy,11,4,32,4,27,62
gslim,10,7,12,2,5,96
lg1lo,2,22,69,11,1,94
x2zcz,10,0,14,10,0,54
d4z2o,2,24,67,10,18,23
w1r9p,11,29,74,10,4,65
h5k8a,2,0,66,10,0,31
rad8c,10,17,5,10,8,9
g4knt,10,0,90,10,0,88
evxai,11,30,9,11,13,43
l2lv8,11,12,3,10,16,91
jpqep,2,0,45,11,0,38
nnyk1,2,1,45,11,27,29
g4lep,10,0,20,2,0,24
zej6w,10,6,85,11,27,63
rv8yh,11,30,9,11,24,85
v6910,2,20,95,2,4,37
ue6au,11,8,79,2,7,84
sgxu1,11,0,18,2,0,71
ddqc2,11,0,90,10,0,48
pnykz,2,13,91,11,0,87
x7umk,4,3,42,11,6,16
cd628,11,23,91,11,4,69
mycsk,4,9,35,11,27,21
e1d7h,11,25,25,10,0,23
ubamj,2,30,35,2,30,8
yl1cc,10,21,58,2,25,56
bc35t,2,0,3,2,0,80
uuuta,2,0,92,2,0,89
jwp40,10,3,51,10,3,68
z5rmv,10,0,63,2,0,52
adkuj,2,0,2,2,0,71
eohcb,10,9,39,11,20,46
s8oi3,11,0,86,10,0,93
uq65t,11,16,62,2,15,20
c2tfh,2,19,45,10,21,68
evvqs,11,26,5,10,9,2
i9ucw,11,6,5,10,28,13
aj9vq,11,21,27,4,10,51
uss1r,2,0,7,2,0,83
rerj4,2,2,61,11,21,96
thh88,4,7,21,10,27,61
m4hy6,10,26,38,10,17,59
q4ogc,2,21,57,10,22,12
ooy26,2,1,18,10,1,96
sgzee,2,22,35,2,27,16
lqmjc,4,11,46,10,3,44
q390g,4,6,82,2,7,81
qr5fd,11,8,48,2,20,54
qxby3,4,14,94,11,24,91
wvp5t,2,28,61,2,2,59
jqxlf,11,2,87,11,27,37
wnpve,2,0,34,10,0,31
abi30,11,5,51,10,8,17
mbvbf,4,2,31,11,12,58
l7qqe,10,10,89,10,8,51
wqsxo,11,7,24,10,23,49
bdbqu,11,0,4,4,0,67
fvcbf,11,0,36,11,0,42
mwria,11,12,42,2,25,12
vd7bj,4,0,80,2,0,37
mphb7,10,2,90,10,15,65
quglf,10,11,27,4,12,39
ee3ub,10,15,53,11,7,8
y1ag0,10,20,45,10,29,22
ui5ik,10,14,25,10,0,95
bxvm5,4,3,76,10,27,97
s7s67,10,29,53,11,22,24
dacni,10,2,29,2,2,89
oavcd,4,0,39,11,0,19
sxasa,10,17,65,11,23,49
yx5fr,10,10,21,11,8,59
b28ah,10,10,11,11,29,23
h2q6a,2,8,54,4,28,84
rwmx3,2,29,74,10,27,34
gq0g2,2,2,51,10,24,29
s37fv,10,28,73,10,29,24
ev6oi,2,3,43,10,25,93
ejt3x,2,1,37,11,18,7
oarkw,2,26,79,11,30,15
r0s88,2,5,37,4,16,46
fa1jv,11,16,46,2,16,53
wbmgi,2,4,77,4,23,36
wetvn,10,8,89,4,30,32
cc8nr,11,0,5,10,0,98
hx26p,2,2,23,2,25,52
ofq3a,2,25,19,2,16,46
m59rj,2,9,65,10,1,53
gvsa9,2,0,27,2,0,95
nylea,2,29,73,10,19,27
zrexy,10,23,32,11,27,26
hhueo,2,24,79,4,10,28
fu928,4,29,17,2,29,75
t4gxu,4,19,75,11,25,29
o0xsd,11,0,71,2,0,34
rqkzf,11,22,13,4,7,83
qou00,11,3,12,11,23,30
tk0ac,4,20,45,4,29,47
sphtz,2,17,73,11,20,51
p6ik4,10,24,15,11,1,90
l2ujc,10,0,46,10,0,75
lkpx3,11,0,67,2,0,29
gr0ov,11,19,77,11,29,54
lbjq6,2,6,21,10,12,78
pcb9k,2,0,1,4,0,55
stttm,11,0,4,11,0,74
ux32w,11,0,26,11,0,73
jgj0r,10,6,24,2,16,41
t1hqm,2,1,40,11,26,96
l01mo,10,0,52,10,0,54
jjvfv,2,15,59,10,23,47
eb3sl,10,13,7,4,20,27
g6gs8,2,7,69,10,21,48
rrp0b,4,0,84,11,0,39
fe3bb,2,3,78,2,24,89
cewko,10,0,66,10,0,37
hh3m7,10,9,66,11,19,18
zedfg,2,2,69,10,9,9
dhzox,10,30,70,10,6,95
dzbzl,11,8,15,2,25,45
krofh,2,22,85,10,0,0
j1v1n,11,29,89,11,27,20
x1fo6,11,26,85,2,2,22
goleb,11,7,52,10,25,80
km3m3,4,2,23,11,24,95
h99ef,2,0,38,4,0,45
gl4vp,11,16,63,2,8,44
izluj,10,15,17,4,12,42
gvbfi,4,0,81,2,0,80
siwcb,2,3,1,10,14,58
uvkhb,4,30,8,11,7,36
e3rm6,2,26,78,2,4,57
myxje,11,30,64,10,17,80
g71pu,2,4,52,2,12,78
wprj7,10,22,91,4,20,12
cwbac,11,0,49,2,0,54
kx1l4,2,29,79,10,14,39
invqk,2,0,65,4,0,55
jtp4z,10,0,23,2,0,1
yj3b8,11,9,67,11,9,44
o4661,11,6,81,11,13,79
jp3eu,10,0,17,4,0,45
v49me,11,2,17,11,8,26
ujld1,10,16,92,10,16,75
drjld,11,19,2,11,15,53
mlykd,2,0,66,2,28,46
kasbe,11,5,94,10,25,57
lmw8b,10,6,85,10,8,73
jfe31,10,19,13,2,8,60
v0ghu,11,14,20,11,5,76
z1sxr,2,4,40,10,29,77
ars6d,10,5,37,11,2,50
wbxjj,11,12,2,2,23,60
wa2aq,2,28,2,10,28,81
jott5,2,1,64,2,2,96
mjjzb,10,3,8,10,16,43
cg8uj,2,19,77,2,27,56
joxi6,10,0,97,10,0,86
gd95m,2,14,65,10,24,35
xa2tt,10,18,82,2,16,23
c1wzs,11,0,85,10,0,70
ik7g8,10,24,29,2,6,54
mrzaw,2,14,16,11,3,86
zsbte,10,6,14,11,3,63
vbpva,11,8,96,10,2,30
ykeoj,2,0,10,2,0,24
i8jfo,10,5,50,11,23,53
gvft1,4,26,61,11,27,63
ob4q5,2,20,2,11,16,8
i3k2b,11,2,41,11,4,57
a6kot,2,7,22,11,16,30
vz3h5,11,23,37,10,19,31
ca54d,4,0,12,11,0,77
fej92,10,30,39,2,8,78
yjx6o,4,20,18,10,15,89
ta9rm,2,19,92,2,29,13
qb3ht,2,27,79,11,14,51
dqq4f,11,0,62,2,24,2
ga81t,11,5,62,11,25,1
f8vo1,10,6,40,2,13,9
q7jkd,11,9,85,4,22,17
nue2x,2,11,88,2,11,54
jgyxl,4,14,75,11,22,21
tmc1g,10,9,21,10,11,61
uk8x5,11,17,44,10,0,22
tmrqe,2,6,4,11,0,16
c43os,2,15,83,2,16,9
pnpmw,2,22,97,11,30,2
f1ynj,11,0,61,11,7,66
hsv5f,11,28,5,10,26,30
z79qt,11,0,24,2,0,24
knt99,10,8,62,2,11,1
uot7t,10,0,20,10,0,61
goxrv,10,2,16,2,30,1
zmuwa,10,15,48,10,28,82
hqzhr,11,0,31,10,14,61
ebcff,11,1,76,2,24,52
isc6l,4,11,73,11,4,39
e3iv8,11,1,40,4,3,48
pg2ek,10,28,77,4,13,12
d13ny,11,24,19,10,24,42
fnp46,10,12,52,4,7,77
shbxu,4,3,38,2,16,97
b7yn3,4,27,2,11,18,55
l7w4t,11,0,50,2,0,41
ssr7p,4,0,5,4,30,55
lvvbh,2,20,89,10,0,69
aouip,11,14,97,11,27,79
esz4z,11,0,4,10,25,15
zo5tj,10,8,94,11,6,95
uvlfw,11,17,44,4,7,77
jzfwy,11,7,92,11,13,75
wfswd,2,27,30,10,14,29
a5w8s,10,3,73,10,1,43
bnjtn,4,15,11,11,24,67
wtok8,11,2,56,2,14,53
rp7ee,10,5,61,10,11,17
pbruh,11,0,78,11,0,67
ifj8v,2,15,36,11,18,55
vva74,11,4,27,11,2,62
pqse2,11,0,44,11,0,85
lufzz,11,24,40,10,8,40
jz9su,11,0,26,4,0,82
je1e1,10,0,83,11,0,42
oyu50,10,0,39,11,0,91
ruq0z,10,0,38,10,0,35
utdht,10,20,0,10,4,27
kju1q,2,8,83,2,7,44
g4e9p,2,13,17,10,25,20
oh9jl,2,0,12,10,12,75
pe9g1,11,0,23,10,0,11
hjltw,10,1,94,10,12,84
bchme,10,2,44,10,13,3
ib2y1,4,8,13,10,24,78
bnq5z,2,8,3,2,6,92
chr8x,11,0,3,2,0,10
zgdcv,11,0,96,10,0,30
u089b,2,2,56,10,19,87
ac6zn,10,13,51,10,10,94
jhmqz,2,26,60,4,10,44
gi66f,11,0,95,10,0,2
zgpbe,2,13,67,2,29,68
l6i9t,10,0,45,11,0,68
gg89m,10,0,81,10,0,36
qzbt1,2,6,21,4,5,72
mraqk,2,25,90,4,9,42
